epoch: 0	loss: 41015.1646165118
epoch: 10	loss: 5958.0885270907565
epoch: 20	loss: 3756.1644855983036
epoch: 30	loss: 2905.5814823709784
epoch: 40	loss: 2478.6947114767663
epoch: 50	loss: 2327.9782195331354
epoch: 60	loss: 2040.0789130991602
epoch: 70	loss: 2078.0944511067146
epoch: 80	loss: 1931.7644846912583
epoch: 90	loss: 1814.7565748740967
epoch: 100	loss: 1709.0252382926421
epoch: 110	loss: 1677.030421322225
epoch: 120	loss: 1662.5844770794051
epoch: 130	loss: 1624.3244719999998
epoch: 140	loss: 1552.6290608059328
epoch: 150	loss: 1475.2020715761237
epoch: 160	loss: 1496.4595007229532
epoch: 170	loss: 1570.513833677221
epoch: 180	loss: 1488.8444960892357
epoch: 190	loss: 1436.334700132725
epoch: 200	loss: 1561.1795127407056
epoch: 210	loss: 1474.6968148760418
epoch: 220	loss: 1427.8693889839449
epoch: 230	loss: 1432.53365167059
epoch: 240	loss: 1356.8546260214232
epoch: 250	loss: 1453.6836438564603
epoch: 260	loss: 1441.8108491588866
epoch: 270	loss: 1373.7414856596556
epoch: 280	loss: 1351.1242995908128
epoch: 290	loss: 1376.6630395528596
epoch: 300	loss: 1384.818515173647
epoch: 310	loss: 1396.001032509776
epoch: 320	loss: 1380.3202212167803
epoch: 330	loss: 1312.6870234098235
epoch: 340	loss: 1360.8741407520322
epoch: 350	loss: 1340.9192579676003
epoch: 360	loss: 1320.5961051106221
epoch: 370	loss: 1415.2072770629607
epoch: 380	loss: 1396.8872955608235
epoch: 390	loss: 1348.4427810305747
epoch: 400	loss: 1349.100736403971
epoch: 410	loss: 1279.2326171169004
epoch: 420	loss: 1270.4719900302857
epoch: 430	loss: 1330.24656007835
epoch: 440	loss: 1326.5971447786198
epoch: 450	loss: 1295.0848907406455
epoch: 460	loss: 1214.028278579804
epoch: 470	loss: 1294.4444185135787
epoch: 480	loss: 1339.0100076537706
epoch: 490	loss: 1300.260300201257
epoch: 500	loss: 1225.4893489393928
epoch: 510	loss: 1237.1066802400856
epoch: 520	loss: 1237.4475160951235
epoch: 530	loss: 1339.5109007606493
epoch: 540	loss: 1210.3663418370854
epoch: 550	loss: 1280.0139263211588
epoch: 560	loss: 1275.1299914512551
epoch: 570	loss: 1209.201293567712
epoch: 580	loss: 1224.1654234387997
epoch: 590	loss: 1223.01030095371
epoch: 600	loss: 1227.2888444355688
epoch: 610	loss: 1229.8713063550024
epoch: 620	loss: 1213.9354103908754
epoch: 630	loss: 1208.884923559759
epoch: 640	loss: 1209.166672438006
epoch: 650	loss: 1254.3366426351836
epoch: 660	loss: 1298.1716358202536
epoch: 670	loss: 1264.2918884891155
epoch: 680	loss: 1149.9987992876916
epoch: 690	loss: 1228.2326947085107
epoch: 700	loss: 1223.8239187905483
epoch: 710	loss: 1255.521562396716
epoch: 720	loss: 1217.2698504646278
epoch: 730	loss: 1194.7878055410054
epoch: 740	loss: 1172.9289326589924
epoch: 750	loss: 1224.595780927348
epoch: 760	loss: 1248.815104830526
epoch: 770	loss: 1212.2490859057855
epoch: 780	loss: 1289.0737075469924
epoch: 790	loss: 1242.3231870507277
epoch: 800	loss: 1199.986581308604
epoch: 810	loss: 1198.2188891592043
epoch: 820	loss: 1191.2545333199098
epoch: 830	loss: 1187.5708616318277
epoch: 840	loss: 1138.8507665700897
epoch: 850	loss: 1185.0753579448572
epoch: 860	loss: 1191.4690960417233
epoch: 870	loss: 1173.9767994515066
epoch: 880	loss: 1198.9730020106304
epoch: 890	loss: 1250.3211834693716
epoch: 900	loss: 1143.2254498133298
epoch: 910	loss: 1199.2462082997638
epoch: 920	loss: 1135.7933222248826
epoch: 930	loss: 1150.2301525432185
epoch: 940	loss: 1224.3795596292932
epoch: 950	loss: 1204.241718002187
epoch: 960	loss: 1211.2784745008382
epoch: 970	loss: 1128.0778313277438
epoch: 980	loss: 1197.4613705795282
epoch: 990	loss: 1222.1165891637897
epoch: 1000	loss: 1169.334723892541
