10	[-0.6659360080006687, -0.03271648089417362, 0.02623120167577528, 0.0714147317498073, -0.027303931922729244, -0.11327636958297671, 0.10029457663515357, -0.1012086130127198, 0.04180398656041448, 0.006392509487800374, -0.015380626225235247, -0.08753255549834942, -0.032622632052352635, 0.0068637975946812275, 0.03925276070393262, -0.07705040400918631, -0.02410400104333867, -0.18926315328266569, -0.06553132324435912, 0.016640367033269706, -0.09487992569598269, 0.11039239438514109, 0.004145082009403999, 0.05762172695342217, -0.034094009704065883, -0.054190707712239626, 0.10658135186265193, -0.025578424684609028, 0.1768031853202145, -0.007063055799834355, -0.07492983308285879, 0.012998688000413672, -0.0373748484821663, -0.057256261967012494, -0.02213689676684436, -0.10059894075582773, 0.050206991763491075, -0.07038807121656895, -0.041374130778280754, 0.0474086595660771, 0.07420172122611078, 0.07363562305328289, -0.08641401944506685, -0.1541705022372556, -0.12928690470952225, 0.5154327362017044, -0.08545926946503148, -0.0592103561061897, -0.12241946916486521, -0.0417788491563604]
11	[-0.047793015095044356, 0.003187166668623337, 0.13534597790434835, -0.02547940956806918, -0.012744293180263362, 0.02861723709732833, 0.0947085165560083, -0.10667925777941191, -0.10483143986631853, 0.07329858940724536, 0.13392109053538942, -0.06834305997420735, -0.052716311802770185, 0.07451879726774648, -0.040224172647065744, 0.8060929476092751, 0.020706267993454784, 0.2652303587578809, 0.005068766147185041, -0.052839141347971914, -0.02781779968651149, -0.10473011412326341, 0.05925179290146601, -0.021034465894090106, -0.05101838079073218, 0.033131758446562076, -0.06456430849241286, 0.00018709072250393263, 0.0040137286823352745, -0.005712003500519387, 0.01927619464337627, 0.058648995367572114, -0.04342711292766873, 0.03961985680534996, -0.04746418422471309, -0.010375734809532378, -0.055254107467688975, 0.11730336331735802, 0.026912928003273932, 0.0487004106511832, 0.011127179509531836, 0.32371027259158475, -0.0665095027902866, 0.08302479006239089, -0.05097785967460853, 0.024272103416963006, -0.056426184269928854, 0.03280262104149075, -0.044440306435020796, 0.07942017975338546]
12	[-0.08806791360320292, -0.2408010269093256, 0.06929611225547441, 0.11290618544415282, 0.001089762122401959, -0.04393976619795258, 0.09610916657805263, 0.22212789117075937, 0.07258452520127247, 0.0887826652227968, -0.11369618790625148, 0.09235455956893779, 0.036224923439407745, -0.19432605828022023, -0.02916755292404281, 0.11347572844767803, 0.034680537562778904, 0.14303177299544073, -0.12724082141421544, -0.04692046408426118, -0.2256032939201331, -0.15744583495579123, 0.18463760918746275, 0.20305732321197414, -0.11813452017215903, -0.1333361435470627, 0.024563032562393096, -0.01087613842891383, 0.1923896038147119, 0.11429835661593557, 0.18033515346621232, 0.10269740582893401, 0.0891583491532617, -0.13116627878789502, 0.2806312174827292, 0.1658942512042249, 0.06961517936025145, 0.14370983814480096, -0.04716966198589504, -0.34712642770237984, -0.10444763466698301, 0.2806345924399738, -0.01715311048614081, 0.08544212244102771, -0.09189535480352858, 0.004812310408552573, 0.003678121266815422, -0.07660687595464706, 0.246217344905005, 0.015652158315195792]
13	[0.10582135484914465, 0.06972512824325745, -0.04641819807607305, 0.08011790282209626, 0.15219034220888833, 0.07118752253812433, 0.04264089242306061, -0.03878958230716026, -0.06054094607723493, 0.22443275854910746, 0.07676733101004507, -0.03524522548940581, -0.07970774274184192, -0.0845663759621509, 0.038305823685476116, 0.04037541086039138, 0.1487238190470569, -0.013047786594633131, 0.3386285824642184, 0.03683283200061856, -0.20702198883560957, 0.04905860801853678, 0.164639744992652, 0.3423066249254766, -0.018304504037501088, -0.14315448652123774, -0.2334402575544673, -0.19509023060823438, 0.22238139941570123, 0.015610933061486075, 0.023933318159469766, 0.10759277163912194, 0.21184758927472447, 0.02375943723386574, -0.2122907526491227, -0.1226366931493067, 0.003969750067917254, -0.08466739685274016, -0.05707246979841401, 0.13579501183364565, -0.27902915759070773, 0.0221626695108467, -0.06442133354726352, 0.07105329582027028, 0.2328356444600866, -0.010856574410728511, 0.2553562735438612, -0.04954074906758443, 0.0429063393209264, 0.13091949146917503]
14	[0.0008193865681376773, -0.11403115541401704, 0.014636628706466566, -0.003143291317464043, 0.03526202594826079, -0.032476621410185265, 0.18115973333225177, 0.19862967469853343, 0.28484727999789705, 0.009707951979043764, 0.07748791763997698, -0.015140245944233228, 0.15402211116840037, -0.07377092721361532, -0.09343807605997045, 0.1619740074748059, 0.03368167559706203, -0.2782559373115272, 0.08383950135974784, -0.026458328058966963, 0.026515310078981367, 0.049212006726916856, 0.0008635559761030054, -0.12325894305094102, -0.06951166875034376, 0.19075488221049763, 0.08762716808018933, 0.11306787614894949, -0.0018344275550896544, -0.043017293509010644, 0.33247361071447173, 0.11932220950611988, -0.05564738178962074, -0.09976021220375611, -0.057776714914450925, 0.0929040075031962, -0.18201118312579684, 0.022957434736706726, -0.174902335771891, 0.10375530277427486, 0.0036689341833293938, -0.06032502306282956, 0.09588898849461781, 0.024761133556905218, -0.1012223747798299, -0.06822397757814612, -0.1586584389746699, -0.12932074325778942, -0.5434548656550885, 0.04532067535006148]
15	[0.004629786879646925, 0.025658764442910147, 0.0762548361857694, -0.020085366676228993, -0.2731514155266284, -0.03527652500039844, 0.05355072035184512, -0.11874723231871342, 0.028474233394075534, 0.08398210462180117, 0.03516975489033048, 0.13313593026247836, 0.025804848454384563, -0.028452301493305757, 0.007814601798148335, 0.6553427607604899, 0.01248649933911043, 0.13021762888987062, 0.08878336076907158, -0.0995742438595261, 0.0686312432745005, -0.16987554348869294, 0.06926531573891603, 0.09232309704872946, 0.05787439583082831, 0.017769118821629196, 0.1953738605788468, 0.19572910742485738, -0.022513051582102026, -0.019751509328239016, -0.015005787317008152, 0.01271697447933903, -0.17388472701397018, 0.0892084725626613, 0.19624030235206028, 0.04158228582812641, 0.009544426923417153, -0.01948614873256238, 0.030622499374457653, 0.1570000024805245, 0.07130667388669817, -0.2921333151164021, -0.10254115230259025, -0.23885863630362397, -0.025618029260551425, -0.032535697356432726, 0.01820054738023722, -0.032033386730136025, 0.11304398291573242, -0.029578180384398883]
16	[-0.6575523750433312, 0.2971976853150849, -0.15746928124912665, 0.07686457139461086, -0.05188609204811864, -0.13221105782409065, 0.06998710361513123, -0.001349810328251242, 0.11060947363104566, 0.031613380257424946, 0.06464977087311508, 0.04910463584224448, -0.09317045263783033, 0.07867331981687893, -0.15968202320273972, -0.05543386229823908, 0.037178479938445766, -0.17836224872894588, -0.05469577883212928, -0.0049091153177084085, 0.0042395592377456265, 0.0313709289604619, -0.14565686371374947, -0.1432645958508679, 0.07279823092983488, -0.04742188882485834, 0.12281157073618086, 0.11596195281478415, 0.0610336282808835, 0.0387490261354942, -0.08091384047691837, 0.17115701338384012, 0.20425730877116471, -0.08522387240849279, 0.08981539143434755, 0.08917429683189781, 0.10076323326748485, 0.054263264855551, -0.043976796226932666, -0.09148318486711791, 0.010834758177026706, -0.12108209989032317, 0.04867594749873953, -0.14466557659405022, -0.03229103537054935, 0.08027415142181586, 0.09685968272851743, 0.06948473411241377, -0.07466485370088728, 0.22450836950689765]
17	[-0.033224807083499085, -0.21019310913443132, 0.15372561819106947, -0.09415639357053311, -0.06428570416951883, 0.1445209718383125, 0.03076693823698314, -0.07774933859137546, -0.002137265522442874, 0.13611885348087183, 0.053931494706976585, 0.10171824558881504, 0.14572949930439957, 0.11248441868543754, 0.08863499912133749, 0.19892355443158188, -0.1351550473802108, 0.23490536575100643, 0.2132261379107081, 0.06599099751228178, -0.09575195810783392, 0.20321441274899005, 0.11975611815793634, -0.2457299823163896, -0.008802813463036078, 0.21577724814918678, -0.2506875248238241, 0.06438742231050905, -0.10281384405446624, 0.25090191136027656, 0.2779417030710404, -0.23454859686310078, -0.08602517794559035, -0.1007563368756368, -0.09886757722306201, -0.005427607526144962, -0.1096546302047566, -0.11975787276935827, -0.12923720073429124, 0.0799274486563462, -0.06873239607921836, 0.12530975558458585, -0.18526015558732828, -0.19776711282734538, 0.062216540706154067, -0.024123317843005528, 0.07958146929197352, -0.02028302798272103, -0.11657148857726543, -0.11735469764096304]
18	[0.30104421772987905, 0.09069148315223824, -0.09211944775198443, -0.16677749965016941, 0.07019027509393172, -0.19619460964493537, 0.004864763453967159, 0.044785032174820924, 0.013338727493717334, -0.09523324602807128, 0.12897235054181957, -0.1038704484012505, 0.08823836901327652, 0.16706928192909992, -0.07922404554098525, -0.045363086965423356, 0.22560318737299484, -0.0012667497320217101, -0.09639946246801208, -0.06305871835671831, -0.17748321701321546, 0.09540609843848316, -0.027419068900693615, 0.03744898166864643, 0.22472826024238976, 0.13514637616256814, 0.026685822973708043, 0.1060797098526109, 0.037285745099764726, -0.16234323535362413, -0.20315428543073966, -0.011774082006622201, 0.17958574015451886, 0.2038736484161681, -0.3026035305959596, -0.16335104256681907, -0.0278091496255765, -0.13392955407862706, 0.24246363464576354, -0.0392371775627495, -0.004303565418340486, -0.225400022846698, -0.035152894937581225, -0.16306088189719184, -0.08459295791244113, 0.040664916945570055, -0.2350689755258851, 0.12510273274291317, -0.22891899063910845, -0.0025439873418994343]
19	[0.13300620463144547, -0.01892083997847723, 0.0026361922882294393, -0.0760122130622521, 0.15626024706789668, 0.00944707986494177, 0.02507826888837378, -0.10549353034005135, -0.05971710513452004, 0.04965308993768098, -0.04221170453376489, 0.03805572376567393, 0.05293516520703946, -0.022434148597879577, -0.08655400552329703, -0.20386701248221373, 0.04171251132505586, 0.15050924003927055, -0.1488422304100247, -0.06589820443643278, 0.049597315451871724, 0.06337307933719462, 0.10257098449471541, -0.019763781580574364, 0.2384752732862478, 0.00688601374074129, -0.07545564458295939, -0.06771913463224766, 0.053693985811381725, -0.23630692065032974, 0.009622076926637742, 0.043471197224266796, 0.03795219383911701, 0.06477408668328782, 0.10587346758218504, 0.005440876965899926, 0.007273848316881094, -0.03567516304101068, 0.005746756991824799, 0.6929291013007529, 0.06296680147544338, 0.34963537966621416, 0.07203102950283237, 0.0032783519400548153, -0.022919080969713013, -0.04808496553136043, 0.13163100231533129, -0.06838407812541666, -0.09369821108197611, 0.13670443235224408]
